timestamp,__name__,value
1648395644,input_rate,0
1648395659,input_rate,0
1648395674,input_rate,0
1648395689,input_rate,0
1648395704,input_rate,0
1648395719,input_rate,0
1648395734,input_rate,0
1648395749,input_rate,0
1648395764,input_rate,0
1648395779,input_rate,0
1648395794,input_rate,0
1648395809,input_rate,0
1648395824,input_rate,0
1648395839,input_rate,6707.665047461608
1648395854,input_rate,24635.45092960865
1648395869,input_rate,42963.78856785759
1648395884,input_rate,61231.882531499694
1648395899,input_rate,68276.70909090908
1648395914,input_rate,68031.78181818181
1648395929,input_rate,67530.28691642842
1648395944,input_rate,67078.2909090909
1648395959,input_rate,66984.3082812477
1648395974,input_rate,66803.4
1648395989,input_rate,66227.73009147284
1648396004,input_rate,66129.79999999999
1648396019,input_rate,66391.90145906743
1648396034,input_rate,66736.00986939318
1648396049,input_rate,67492.90909090909
1648396064,input_rate,67837.12727272726
1648396079,input_rate,67781.7139921811
1648396094,input_rate,67462.59999999999
1648396109,input_rate,67087
1648396124,input_rate,66623.41818181818
1648396139,input_rate,66647.8909090909
1648396154,input_rate,67074.92727272726
1648396169,input_rate,67325.88759125535
1648396184,input_rate,67555.70909090909
1648396199,input_rate,67182
1648396214,input_rate,66237.61818181818
1648396229,input_rate,65307.109090909085
1648396244,input_rate,64311.96363636364
1648396259,input_rate,65039.74545454545
1648396274,input_rate,67235.01818181817
1648396289,input_rate,69632.21818181817
1648396304,input_rate,71882.76363636363
1648396319,input_rate,71616.25454545453
1648396334,input_rate,69906.52727272727
1648396349,input_rate,68109.52727272727
1648396364,input_rate,66374.30698823859
1648396379,input_rate,65049.836363636365
1648396394,input_rate,63076.74977540839
1648396409,input_rate,61196.27282116043
1648396424,input_rate,59234.1168828335
1648396439,input_rate,59489.69205651128
1648396454,input_rate,61023.50909090908
1648396469,input_rate,62367.47272727272
1648396484,input_rate,63879.79999999999
1648396499,input_rate,63082.71182725669
1648396514,input_rate,60733.181818181816
1648396529,input_rate,58424.709090909084
1648396544,input_rate,56279.72727272727
1648396559,input_rate,55029.454545454544
1648396574,input_rate,53837.2
1648396589,input_rate,52562.261020803824
1648396604,input_rate,51331.672727272715
1648396619,input_rate,51799.109090909085
1648396634,input_rate,53483.109090909085
1648396649,input_rate,55121.54926665421
1648396664,input_rate,56709.881283597424
1648396679,input_rate,56734.090909090904
1648396694,input_rate,55717.709090909084
1648396709,input_rate,54754.22569022651
1648396724,input_rate,53725.50909090909
1648396739,input_rate,53066.163636363635
