timestamp,__name__,value
2022-09-29 23:37:48,taskmanager,2.0
2022-09-29 23:38:03,taskmanager,8.0
2022-09-29 23:38:18,taskmanager,8.0
2022-09-29 23:38:33,taskmanager,8.0
2022-09-29 23:38:48,taskmanager,8.0
2022-09-29 23:39:03,taskmanager,8.0
2022-09-29 23:39:18,taskmanager,8.0
2022-09-29 23:39:33,taskmanager,8.0
2022-09-29 23:39:48,taskmanager,8.0
2022-09-29 23:40:03,taskmanager,11.0
2022-09-29 23:40:18,taskmanager,11.0
2022-09-29 23:40:33,taskmanager,11.0
2022-09-29 23:40:48,taskmanager,11.0
2022-09-29 23:41:03,taskmanager,11.0
2022-09-29 23:41:18,taskmanager,11.0
2022-09-29 23:41:33,taskmanager,11.0
2022-09-29 23:41:48,taskmanager,11.0
2022-09-29 23:42:03,taskmanager,11.0
2022-09-29 23:42:18,taskmanager,11.0
2022-09-29 23:42:33,taskmanager,11.0
2022-09-29 23:42:48,taskmanager,11.0
2022-09-29 23:43:03,taskmanager,11.0
2022-09-29 23:43:18,taskmanager,11.0
2022-09-29 23:43:33,taskmanager,11.0
2022-09-29 23:43:48,taskmanager,11.0
2022-09-29 23:44:03,taskmanager,11.0
2022-09-29 23:44:18,taskmanager,11.0
2022-09-29 23:44:33,taskmanager,11.0
2022-09-29 23:44:48,taskmanager,11.0
2022-09-29 23:45:03,taskmanager,11.0
2022-09-29 23:45:18,taskmanager,11.0
