,index,timestamp,input_rate,datetime,seconds,minutes,backpressure,busy_time,CPU_load,idle_time,lag,latency,taskmanager,throughput
99,102,2022-10-03 21:13:19,35497.98181818182,2022-10-03 21:13:19,1485,24.75,459.0,0.4171884920634921,0.956,0.5270702380952382,662832.0,2.2855,2.0,10763.1
100,103,2022-10-03 21:13:34,35533.163636363635,2022-10-03 21:13:34,1500,25.0,433.7,0.453912,0.5795918367346939,0.488332,662832.0,0.15875,2.0,16813.233333333334
101,104,2022-10-03 21:13:49,30912.927272727276,2022-10-03 21:13:49,1515,25.25,390.6666666666667,0.3514,0.4425531914893617,0.5421750000000001,218448.0,0.1535,2.0,19343.533333333333
102,105,2022-10-03 21:14:04,26359.272727272728,2022-10-03 21:14:04,1530,25.5,307.1666666666667,0.22745,0.4408163265306122,0.7077916666666666,218448.0,0.16375,2.0,18712.85
103,106,2022-10-03 21:14:19,21790.12727272727,2022-10-03 21:14:19,1545,25.75,167.75000000000003,0.17205,0.4441881100266193,0.7917916666666668,26772.0,0.171,2.0,13496.75
104,107,2022-10-03 21:14:34,19715.6,2022-10-03 21:14:34,1560,26.0,96.16666666666669,0.1304166666666666,0.4888605442176871,0.848575,21516.0,0.1125,2.0,9862.166666666668
105,108,2022-10-03 21:14:49,20538.745454545453,2022-10-03 21:14:49,1575,26.25,95.83333333333331,0.1301833333333333,0.4960144927536232,0.8489666666666666,21948.0,0.086,2.0,9990.916666666668
106,109,2022-10-03 21:15:04,21297.81818181818,2022-10-03 21:15:04,1590,26.5,122.5,0.1317916666666666,0.5074468085106383,0.8448,25044.0,0.3185,2.0,10380.033333333333
107,110,2022-10-03 21:15:19,22197.945454545454,2022-10-03 21:15:19,1605,26.75,126.5,0.1358749999999999,0.5011904761904762,0.8384333333333334,25044.0,0.1945,2.0,10702.516666666666
108,111,2022-10-03 21:15:34,22237.654545454545,2022-10-03 21:15:34,1620,27.0,136.16666666666666,0.1406166666666666,0.4598214285714286,0.83195,25044.0,0.085,2.0,10981.25
109,112,2022-10-03 21:15:49,20889.10909090909,2022-10-03 21:15:49,1635,27.25,126.41666666666666,0.1322083333333333,0.4167996453900709,0.8427916666666666,23484.0,0.23125,2.0,10497.833333333332
110,113,2022-10-03 21:16:04,19518.63636363636,2022-10-03 21:16:04,1650,27.5,101.75,0.1236666666666666,0.4385869565217391,0.8543583333333333,21084.0,0.1955,2.0,9748.016666666666
111,114,2022-10-03 21:16:19,18193.61818181818,2022-10-03 21:16:19,1665,27.75,85.25,0.1165166666666666,0.4166666666666666,0.8656333333333333,21504.0,0.304,2.0,9170.883333333331
112,115,2022-10-03 21:16:34,18127.890909090907,2022-10-03 21:16:34,1680,28.0,70.5,0.1100666666666666,0.5117672600955276,0.87505,24240.0,0.26275,2.0,8616.533333333333
113,116,2022-10-03 21:16:49,21625.81818181818,2022-10-03 21:16:49,1695,28.25,106.66666666666666,0.1345,0.6124897959183673,0.8426750000000001,27372.0,0.3535,2.0,9917.833333333332
114,117,2022-10-03 21:17:04,25199.61818181818,2022-10-03 21:17:04,1710,28.5,140.33333333333334,0.16,0.6104897959183673,0.8086166666666667,30468.0,0.57375,2.0,11595.066666666666
115,118,2022-10-03 21:17:19,28829.945454545454,2022-10-03 21:17:19,1725,28.75,162.58333333333334,0.1871166666666666,0.632,0.7729416666666667,29964.0,0.29125,2.0,13399.816666666666
