timestamp,__name__,value
2022-09-28 13:48:41,input_rate,0.0
2022-09-28 13:48:56,input_rate,0.0
2022-09-28 13:49:11,input_rate,0.0
2022-09-28 13:49:26,input_rate,2916.4904848484853
2022-09-28 13:49:41,input_rate,66742.6507
2022-09-28 13:49:56,input_rate,132092.456399697
2022-09-28 13:50:11,input_rate,197146.96396757575
2022-09-28 13:50:26,input_rate,248690.14545454545
2022-09-28 13:50:41,input_rate,246991.7636363636
2022-09-28 13:50:56,input_rate,245442.38181818178
2022-09-28 13:51:11,input_rate,243949.72727272724
2022-09-28 13:51:26,input_rate,241903.74545454545
2022-09-28 13:51:41,input_rate,240800.0909090909
2022-09-28 13:51:56,input_rate,239672.34545454546
2022-09-28 13:52:11,input_rate,239010.89090909087
2022-09-28 13:52:26,input_rate,238595.87272727274
2022-09-28 13:52:41,input_rate,242496.81818181818
2022-09-28 13:52:56,input_rate,246888.23636363633
2022-09-28 13:53:11,input_rate,251719.3818181818
2022-09-28 13:53:26,input_rate,254636.18181818182
2022-09-28 13:53:41,input_rate,251176.61818181816
2022-09-28 13:53:56,input_rate,247177.50909090906
2022-09-28 13:54:11,input_rate,243426.2727272727
2022-09-28 13:54:26,input_rate,241172.2909090909
2022-09-28 13:54:41,input_rate,241128.10909090907
2022-09-28 13:54:56,input_rate,240782.47272727272
2022-09-28 13:55:11,input_rate,240444.7818181818
2022-09-28 13:55:26,input_rate,240550.96363636362
2022-09-28 13:55:41,input_rate,238664.52727272728
2022-09-28 13:55:56,input_rate,236413.45454545453
2022-09-28 13:56:11,input_rate,234967.40000000002
2022-09-28 13:56:26,input_rate,233344.65454545454
2022-09-28 13:56:41,input_rate,232770.32727272724
2022-09-28 13:56:56,input_rate,232047.81818181812
2022-09-28 13:57:11,input_rate,231869.21818181814
2022-09-28 13:57:26,input_rate,231237.23636363633
2022-09-28 13:57:41,input_rate,228054.85454545455
2022-09-28 13:57:56,input_rate,224537.1636363636
2022-09-28 13:58:11,input_rate,221220.47272727272
2022-09-28 13:58:26,input_rate,218373.7818181818
2022-09-28 13:58:41,input_rate,214144.5636363636
2022-09-28 13:58:56,input_rate,210018.45454545453
2022-09-28 13:59:11,input_rate,205819.14545454545
2022-09-28 13:59:26,input_rate,202641.41818181818
2022-09-28 13:59:41,input_rate,201049.69090909092
2022-09-28 13:59:56,input_rate,198654.45454545453
2022-09-28 14:00:11,input_rate,197496.34545454546
2022-09-28 14:00:26,input_rate,196208.83636363634
2022-09-28 14:00:41,input_rate,194610.70909090908
2022-09-28 14:00:56,input_rate,192333.23636363633
2022-09-28 14:01:11,input_rate,190568.43636363634
2022-09-28 14:01:26,input_rate,189514.12727272726
2022-09-28 14:01:41,input_rate,188129.3818181818
2022-09-28 14:01:56,input_rate,186820.3818181818
2022-09-28 14:02:11,input_rate,186350.41818181815
2022-09-28 14:02:26,input_rate,185277.47272727272
2022-09-28 14:02:41,input_rate,179048.59999999998
2022-09-28 14:02:56,input_rate,172217.5818181818
2022-09-28 14:03:11,input_rate,165656.69090909092
2022-09-28 14:03:26,input_rate,161387.61818181816
2022-09-28 14:03:41,input_rate,160338.81818181818
2022-09-28 14:03:56,input_rate,159439.9090909091
2022-09-28 14:04:11,input_rate,158280.90909090906
2022-09-28 14:04:26,input_rate,157338.41818181818
2022-09-28 14:04:41,input_rate,157034.19999999998
2022-09-28 14:04:56,input_rate,156047.8
2022-09-28 14:05:11,input_rate,155589.9818181818
2022-09-28 14:05:26,input_rate,154655.61818181816
2022-09-28 14:05:41,input_rate,148423.99999999997
2022-09-28 14:05:56,input_rate,141636.58181818182
2022-09-28 14:06:11,input_rate,134854.95612516027
2022-09-28 14:06:26,input_rate,130313.63636363635
2022-09-28 14:06:41,input_rate,128058.12727272726
2022-09-28 14:06:56,input_rate,126215.4909090909
2022-09-28 14:07:11,input_rate,124303.09090909091
2022-09-28 14:07:26,input_rate,122686.05454545454
2022-09-28 14:07:41,input_rate,119825.58181818182
2022-09-28 14:07:56,input_rate,116827.12727272726
2022-09-28 14:08:11,input_rate,113867.18181818182
2022-09-28 14:08:26,input_rate,111844.52727272727
2022-09-28 14:08:41,input_rate,112680.83636363636
2022-09-28 14:08:56,input_rate,113767.78181818181
2022-09-28 14:09:11,input_rate,115013.05454545454
2022-09-28 14:09:26,input_rate,115389.58181818182
2022-09-28 14:09:41,input_rate,112398.72727272726
2022-09-28 14:09:56,input_rate,108994.23636363636
2022-09-28 14:10:11,input_rate,106025.30909090908
2022-09-28 14:10:26,input_rate,103488.65454545454
2022-09-28 14:10:41,input_rate,97740.54545454544
2022-09-28 14:10:56,input_rate,91940.16363636364
2022-09-28 14:11:11,input_rate,85688.83636363636
2022-09-28 14:11:26,input_rate,81937.3818181818
2022-09-28 14:11:41,input_rate,83964.07272727272
2022-09-28 14:11:56,input_rate,86265.79999999999
2022-09-28 14:12:11,input_rate,88459.87272727273
2022-09-28 14:12:26,input_rate,89715.12727272726
2022-09-28 14:12:41,input_rate,87125.83636363636
2022-09-28 14:12:56,input_rate,84502.50909090908
2022-09-28 14:13:11,input_rate,81551.27272727274
2022-09-28 14:13:26,input_rate,79728.90909090909
2022-09-28 14:13:41,input_rate,77363.6
2022-09-28 14:13:56,input_rate,74952.41818181818
2022-09-28 14:14:11,input_rate,72470.23636363636
2022-09-28 14:14:26,input_rate,70653.74545454545
2022-09-28 14:14:41,input_rate,66458.5090909091
2022-09-28 14:14:56,input_rate,62317.56363636364
2022-09-28 14:15:11,input_rate,57984.29090909091
2022-09-28 14:15:26,input_rate,55243.799999999996
2022-09-28 14:15:41,input_rate,55407.109090909085
2022-09-28 14:15:56,input_rate,55362.87272727273
2022-09-28 14:16:11,input_rate,55300.16363636363
2022-09-28 14:16:26,input_rate,55310.109090909085
2022-09-28 14:16:41,input_rate,52806.563636363644
2022-09-28 14:16:56,input_rate,50251.72727272727
2022-09-28 14:17:11,input_rate,47698.545454545456
2022-09-28 14:17:26,input_rate,46191.52727272727
2022-09-28 14:17:41,input_rate,50108.8909090909
2022-09-28 14:17:56,input_rate,54552.109090909085
2022-09-28 14:18:11,input_rate,58625.65454545454
2022-09-28 14:18:26,input_rate,61385.69090909091
2022-09-28 14:18:41,input_rate,59158.763636363634
2022-09-28 14:18:56,input_rate,56767.03636363636
2022-09-28 14:19:11,input_rate,54178.8
2022-09-28 14:19:26,input_rate,52717.50909090908
2022-09-28 14:19:41,input_rate,50679.32727272727
2022-09-28 14:19:56,input_rate,48809.218181818185
2022-09-28 14:20:11,input_rate,46954.85454545454
2022-09-28 14:20:26,input_rate,45573.545454545456
2022-09-28 14:20:41,input_rate,46147.472727272725
2022-09-28 14:20:56,input_rate,46822.490909090906
2022-09-28 14:21:11,input_rate,47315.98181818181
2022-09-28 14:21:26,input_rate,47718.14545454545
2022-09-28 14:21:41,input_rate,49158.01818181817
2022-09-28 14:21:56,input_rate,51150.545454545456
2022-09-28 14:22:11,input_rate,52855.85454545454
2022-09-28 14:22:26,input_rate,54141.399999999994
2022-09-28 14:22:41,input_rate,56582.8
2022-09-28 14:22:56,input_rate,59112.50909090909
2022-09-28 14:23:11,input_rate,61578.74545454544
2022-09-28 14:23:26,input_rate,63430.36363636363
2022-09-28 14:23:41,input_rate,62631.50909090908
2022-09-28 14:23:56,input_rate,62029.87272727271
2022-09-28 14:24:11,input_rate,60864.727272727265
2022-09-28 14:24:26,input_rate,60905.98181818181
2022-09-28 14:24:41,input_rate,63626.127272727266
2022-09-28 14:24:56,input_rate,66890.78181818181
2022-09-28 14:25:11,input_rate,69963.52727272727
2022-09-28 14:25:26,input_rate,71902.34545454546
2022-09-28 14:25:41,input_rate,71136.41818181818
2022-09-28 14:25:56,input_rate,69916.21818181817
2022-09-28 14:26:11,input_rate,68832.34545454544
2022-09-28 14:26:26,input_rate,68268.90909090909
2022-09-28 14:26:41,input_rate,70387.01818181817
2022-09-28 14:26:56,input_rate,72601.16363636364
2022-09-28 14:27:11,input_rate,74760.18181818182
2022-09-28 14:27:26,input_rate,76114.56363636363
2022-09-28 14:27:41,input_rate,80436.23636363636
2022-09-28 14:27:56,input_rate,84821.83636363636
2022-09-28 14:28:11,input_rate,89129.10909090909
2022-09-28 14:28:26,input_rate,91771.41818181818
2022-09-28 14:28:41,input_rate,89590.58181818182
2022-09-28 14:28:56,input_rate,87549.10909090907
2022-09-28 14:29:11,input_rate,85327.0909090909
2022-09-28 14:29:26,input_rate,84215.87272727273
2022-09-28 14:29:41,input_rate,90176.83636363636
2022-09-28 14:29:56,input_rate,95970.94545454545
2022-09-28 14:30:11,input_rate,101792.0
2022-09-28 14:30:26,input_rate,105576.21818181817
2022-09-28 14:30:41,input_rate,105539.4909090909
2022-09-28 14:30:56,input_rate,105475.0909090909
2022-09-28 14:31:11,input_rate,105210.98181818181
2022-09-28 14:31:26,input_rate,105433.85454545455
2022-09-28 14:31:41,input_rate,110742.87272727273
2022-09-28 14:31:56,input_rate,116279.3818181818
2022-09-28 14:32:11,input_rate,121570.56363636363
2022-09-28 14:32:26,input_rate,125089.94545454546
2022-09-28 14:32:41,input_rate,128693.78181818181
2022-09-28 14:32:56,input_rate,132404.67272727273
2022-09-28 14:33:11,input_rate,136342.43636363634
2022-09-28 14:33:26,input_rate,138710.72727272726
2022-09-28 14:33:41,input_rate,140225.10909090907
2022-09-28 14:33:56,input_rate,141691.07272727272
2022-09-28 14:34:11,input_rate,143204.0909090909
2022-09-28 14:34:26,input_rate,144225.83636363636
2022-09-28 14:34:41,input_rate,144653.14545454545
2022-09-28 14:34:56,input_rate,144746.41818181815
2022-09-28 14:35:11,input_rate,144918.61818181816
2022-09-28 14:35:26,input_rate,145230.81818181818
2022-09-28 14:35:41,input_rate,148470.61818181816
2022-09-28 14:35:56,input_rate,151363.99999999997
2022-09-28 14:36:11,input_rate,154358.12727272726
2022-09-28 14:36:26,input_rate,156764.54545454544
2022-09-28 14:36:41,input_rate,159213.81818181818
2022-09-28 14:36:56,input_rate,161991.8909090909
2022-09-28 14:37:11,input_rate,164649.2727272727
2022-09-28 14:37:26,input_rate,166995.8
2022-09-28 14:37:41,input_rate,172928.32727272727
2022-09-28 14:37:56,input_rate,178599.54545454544
2022-09-28 14:38:11,input_rate,184575.07272727272
2022-09-28 14:38:26,input_rate,188338.45454545453
2022-09-28 14:38:41,input_rate,189053.4
2022-09-28 14:38:56,input_rate,190172.8
2022-09-28 14:39:11,input_rate,190736.09090909088
2022-09-28 14:39:26,input_rate,191521.7818181818
2022-09-28 14:39:41,input_rate,195748.4909090909
2022-09-28 14:39:56,input_rate,199779.74545454542
2022-09-28 14:40:11,input_rate,204379.85454545452
2022-09-28 14:40:26,input_rate,206868.61818181816
2022-09-28 14:40:41,input_rate,206675.23636363633
2022-09-28 14:40:56,input_rate,205900.59999999998
2022-09-28 14:41:11,input_rate,205545.4909090909
2022-09-28 14:41:26,input_rate,205656.56363636366
2022-09-28 14:41:41,input_rate,211168.8
2022-09-28 14:41:56,input_rate,216581.65454545454
2022-09-28 14:42:11,input_rate,222263.87272727274
2022-09-28 14:42:26,input_rate,225916.47272727272
2022-09-28 14:42:41,input_rate,223603.89090909087
2022-09-28 14:42:56,input_rate,221427.61818181816
2022-09-28 14:43:11,input_rate,219522.9818181818
2022-09-28 14:43:26,input_rate,217992.6909090909
2022-09-28 14:43:41,input_rate,219536.43636363634
2022-09-28 14:43:56,input_rate,221135.8
2022-09-28 14:44:11,input_rate,222642.0727272727
2022-09-28 14:44:26,input_rate,223720.2909090909
2022-09-28 14:44:41,input_rate,225181.23636363636
2022-09-28 14:44:56,input_rate,227060.59999999995
2022-09-28 14:45:11,input_rate,228725.07272727272
2022-09-28 14:45:26,input_rate,230092.45454545453
2022-09-28 14:45:41,input_rate,234281.6545454545
2022-09-28 14:45:56,input_rate,238489.3818181818
2022-09-28 14:46:11,input_rate,242507.96363636362
2022-09-28 14:46:26,input_rate,245080.14545454548
2022-09-28 14:46:41,input_rate,242529.29090909092
2022-09-28 14:46:56,input_rate,240505.23636363633
2022-09-28 14:47:11,input_rate,237990.61818181816
2022-09-28 14:47:26,input_rate,236727.0727272727
2022-09-28 14:47:41,input_rate,242057.92727272725
2022-09-28 14:47:56,input_rate,247547.67272727273
2022-09-28 14:48:11,input_rate,253076.65454545454
2022-09-28 14:48:26,input_rate,256215.3272727272
2022-09-28 14:48:41,input_rate,254151.45454545453
2022-09-28 14:48:56,input_rate,251970.1818181818
2022-09-28 14:49:11,input_rate,249823.09090909088
